datasheet_id|line|wargear_id|cost|model|is_upgrade
1|1|000000030|0||False
1|2|000000014|0||False
1|3|000000015|0||False
1|4|000000020|0||False
1|5|000000069|5||False
1|6|000000046|0||False
1|7|000000060|10||False
1|8|000000034|0||False
2|1|000000002|0||False
2|2|000003505|0||False
3|1|000000007|0||False
3|2|000000046|0||False
3|3|000000055|0||False
3|4|000000060|0||False
4|1|000000067|0||False
5|1|000000030|0||False
5|2|000000048|0||False
5|3|000000055|10||False
5|4|000000034|0||False
6|1|000000014|0||False
6|2|000000015|0||False
6|3|000000017|0||False
6|4|000000020|0||False
6|5|000000040|10||False
6|6|000000055|5||False
6|7|000000060|0||False
7|1|000000007|0||False
7|2|000000026|0||False
7|3|000000030|0||False
7|4|000000048|0||False
7|5|000000055|10||False
7|6|000000034|0||False
8|1|000002723|0||False
8|2|000002724|0||False
8|3|000000034|0||False
9|1|000000030|0||False
9|2|000000024|0||False
9|3|000000048|0||False
9|4|000000034|0||False
10|1|000002137|0||False
10|2|000000030|0||False
10|3|000000048|0||False
10|4|000000065|0||False
11|1|000000059|0||False
11|2|000000034|0||False
12|1|000000019|0||False
12|2|000000048|0||False
12|3|000000055|10||False
13|1|000000060|0||False
13|2|000000064|0||False
14|1|000000007|0||False
14|2|000000055|10||False
14|3|000000060|0||False
14|4|000000064|0||False
15|1|000000030|0||False
15|2|000000060|0||False
15|3|000000064|0||False
16|1|000000030|0||False
16|2|000000002|5||False
16|3|000000014|10||False
16|4|000000015|10||False
16|5|000000025|10||False
16|6|000000027|0||False
16|7|000000046|5||False
16|8|000000048|0||False
16|9|000000055|10||False
16|10|000000060|10||False
16|11|000000061|5||False
16|12|000000034|0||False
17|1|000000011|0||False
18|1|000000030|0||False
18|2|000000051|0||False
18|3|000000053|0||False
19|1|000000002|0||False
19|2|000003515|0||False
19|3|000000017|5||False
19|4|000000025|5||False
20|1|000000022|0||False
20|2|000000025|0||False
20|3|000000063|0||False
21|1|000000030|0||False
21|2|000000014|10||False
21|3|000000015|10||False
21|4|000000046|3||False
21|5|000000048|0||False
21|6|000000055|10||False
21|7|000000060|8||False
21|8|000000061|5||False
21|9|000000034|0||False
22|1|000000020|0||False
22|2|000000066|0||False
22|2|000000066|0||False
22|3|000000034|0||False
24|1|000000014|5||False
24|2|000000015|10||False
24|3|000000020|0||False
24|4|000000055|5||False
24|5|000000060|0||False
24|6|000000034|0||False
25|1|000003516|5||False
25|2|000000030|0||False
25|3|000000002|5||False
25|4|000003515|5||False
25|5|000000020|5||False
25|6|000000025|10||False
25|7|000000046|5||False
25|8|000003517|5||False
25|9|000000048|0||False
25|10|000000060|5||False
25|11|000000034|0||False
26|1|000000002|0||False
26|2|000000052|5||False
26|3|000000068|5||False
27|1|000000030|0||False
27|2|000000048|0||False
27|3|000000060|10||False
27|4|000000034|0||False
28|1|000000030|0||False
28|2|000000016|0||False
28|3|000000017|0||False
28|4|000000062|0||False
28|5|000000034|0||False
29|1|000000036|10||False
30|1|000000029|15||False
30|2|000000036|0||False
30|3|000000043|0||False
31|1|000000002|0||False
31|2|000000036|0||False
32|1|000000031|0||False
32|2|000000035|0||False
32|3|000000036|10||False
32|4|000000041|10||False
32|5|000000044|0||False
33|1|000000030|0||False
33|2|000000007|0||False
33|3|000000046|5||False
33|4|000000048|0||False
33|5|000000060|10||False
34|1|000000023|24||False
34|2|000000043|0||False
35|1|000000028|0||False
36|1|000000023|24||False
36|2|000000043|0||False
37|1|000000013|0||False
37|2|000000021|0||False
37|3|000000045|0||False
38|1|000000004|0||False
38|2|000000018|5||False
38|3|000000031|0||False
38|4|000000042|0||False
39|1|000000002|5||False
39|2|000000013|5||False
39|3|000000070|15||False
39|4|000000021|5||False
39|5|000000045|5||False
39|6|000000049|15||False
39|7|000000052|5||False
39|8|000000068|5||False
40|1|000000002|0||False
40|2|000000017|10||False
40|3|000000025|10||False
40|4|000000028|5||False
40|5|000000050|0||False
41|1|000000002|0||False
41|2|000000012|0||False
41|3|000000025|15||False
41|4|000000028|5||False
41|5|000000054|0||False
42|1|000000017|0||False
42|2|000002142|0||False
42|3|000000025|0||False
42|4|000000043|0||False
42|5|000000056|0||False
43|1|000000010|0||False
43|2|000000025|0||False
43|3|000000028|0||False
43|4|000000043|0||False
43|5|000000056|0||False
44|1|000000002|0||False
44|2|000000008|0||False
44|3|000000017|5||False
44|4|000000025|5||False
45|1|000000030|0||False
45|2|000000032|0||False
45|3|000000048|0||False
45|4|000000034|0||False
46|1|000000002|0||False
46|2|000000009|0||False
46|3|000000028|0||False
46|4|000000037|0||False
46|5|000000038|0||False
46|6|000000043|0||False
46|7|000000058|0||False
47|1|000000030|0||False
47|2|000000002|0||False
47|3|000000072|0||False
47|4|000000034|0||False
48|1|000000030|0||False
48|2|000000046|0||False
48|3|000000073|0||False
48|4|000000034|0||False
49|1|000000002|0||False
49|2|000000012|0||False
49|3|000000017|10||False
49|4|000000025|10||False
49|5|000000028|10||False
50|1|000000002|0||False
50|2|000000043|0||False
50|3|000000027|0||False
50|4|000000028|5||False
50|5|000000012|0||False
50|6|000000025|10||False
50|7|000000017|10||False
51|1|000000013|15||False
51|2|000000075|0||False
52|1|000003331|0||False
52|2|000003332|0||False
52|3|000000070|0||False
53|1|000000002|5||False
53|2|000000081|0||False
53|3|000000025|10||False
53|4|000000049|20||False
53|5|000000052|5||False
53|6|000000068|5||False
54|1|000000002|0||False
54|2|000000082|50||False
54|3|000000013|15||False
55|1|000000002|0||False
55|2|000000082|0||False
56|1|000000088|50||False
56|2|000000087|0||False
56|3|000000028|0||False
56|4|000000043|0||False
56|5|000003334|0||False
57|1|000000002|0||False
57|2|000000008|0||False
57|3|000000017|5||False
57|4|000000078|0||False
57|5|000000025|5||False
57|6|000000028|10||False
58|1|000000090|50||False
58|2|000000002|0||False
58|3|000000009|0||False
58|4|000000089|0||False
58|5|000003335|0||False
58|6|000000028|0||False
58|7|000003336|0||False
58|8|000000037|0||False
58|9|000000043|0||False
58|10|000000058|0||False
58|11|000003337|20||False
59|1|000000013|15||False
59|2|000003333|40||False
59|3|000000093|0||False
60|1|000002944|0||True
60|1|000000098|0||False
60|2|000000098|0||True
60|2|000000133|0||False
60|3|000000105|5||True
60|3|000002944|0||False
60|4|000000106|5||True
60|4|000000187|10||False
60|5|000000107|5||True
60|5|000002978|10||False
60|6|000000117|0||False
60|6|000000108|5||True
60|7|000000118|0||True
60|7|000000129|0||False
60|8|000002424|0||True
60|9|000002977|0||True
60|10|000000180|5||True
60|11|000000144|0||True
60|12|000000182|5||True
60|13|000000183|10||True
60|14|000000185|5||True
60|15|000000186|5||True
60|16|000000151|0||True
60|17|000000191|20||True
61|1|000000105|5||True
61|1|000000104|0||False
61|2|000000151|0||False
61|2|000000106|5||True
61|3|000000167|5||False
61|3|000000107|5||True
61|4|000000108|5||True
61|4|000000169|5||False
61|5|000000151|0||True
61|5|000000180|0||False
61|6|000000182|0||False
61|7|000000183|5||False
61|8|000000185|0||False
61|9|000000186|0||False
61|10|000000187|5||False
61|11|000000191|15||False
63|1|000000101|0||False
63|2|000002944|0||False
63|3|000000168|0||False
63|4|000000183|0||False
63|5|000000186|0||False
64|1|000002944|0||True
64|1|000000098|0||False
64|2|000000133|5||False
64|2|000000180|5||True
64|3|000000182|5||True
64|3|000000156|0||False
64|4|000000183|10||True
64|4|000002944|0||False
64|5|000000185|5||True
64|5|000000117|0||False
64|6|000000129|0||False
64|6|000000186|5||True
64|7|000000191|20||True
64|8|000000105|10||True
64|9|000000106|10||True
64|10|000000107|10||True
64|11|000000108|10||True
64|12|000000151|5||True
64|13|000000098|0||True
64|14|000002424|5||True
64|15|000000118|5||True
64|16|000002977|5||True
64|17|000000144|5||True
65|1|000000105|10||True
65|1|000000098|0||False
65|2|000000100|0||False
65|2|000000106|10||True
65|3|000000177|0||False
65|3|000000107|10||True
65|4|000000178|0||False
65|4|000000108|10||True
65|5|000000179|0||False
65|5|000000151|5||True
65|6|000000117|0||False
65|6|000000098|0||True
65|7|000000129|0||False
65|7|000002424|5||True
65|8|000000118|5||True
65|9|000002977|5||True
65|10|000000144|5||True
66|1|000000105|10||True
66|1|000000177|0||False
66|2|000000106|10||True
66|2|000000178|0||False
66|3|000000107|10||True
66|3|000000179|0||False
66|4|000000108|10||True
66|5|000000151|5||True
67|1|000000098|0||False
67|2|000000100|0||False
67|3|000000156|0||False
67|4|000000177|0||False
67|5|000000178|0||False
67|6|000000179|0||False
67|7|000000117|0||False
67|8|000000129|0||False
68|1|000002944|0||True
68|1|000000098|0||False
68|2|000000098|0||True
68|2|000002984|0||False
68|3|000000100|0||False
68|3|000000105|10||True
68|4|000000141|15||False
68|4|000000106|10||True
68|5|000000107|10||True
68|5|000000115|0||False
68|6|000002983|0||False
68|6|000000108|10||True
68|7|000000118|5||True
68|7|000000189|0||False
68|8|000002985|20||False
68|8|000002424|5||True
68|9|000002977|5||True
68|9|000000117|0||False
68|10|000000129|0||False
68|10|000000180|0||True
68|11|000000144|5||True
68|12|000000182|0||True
68|13|000000183|5||True
68|14|000000185|0||True
68|15|000000186|0||True
68|16|000000151|5||True
68|17|000000191|15||True
69|1|000000122|0||False
69|2|000000137|0||False
69|3|000000140|0||False
69|4|000000189|0||False
70|1|000000098|0||False
70|2|000000100|0||False
70|3|000000109|20||False
70|4|000000115|5||False
70|5|000000141|5||False
70|6|000000156|0||False
70|7|000000182|5||False
70|8|000000189|0||False
70|9|000000117|0||False
70|10|000000129|0||False
71|1|000000105|10||True
71|1|000000098|0||False
71|2|000000106|10||True
71|2|000000100|0||False
71|3|000000173|0||False
71|3|000000107|10||True
71|4|000000183|10||False
71|4|000000108|10||True
71|5|000000151|5||True
71|5|000000117|0||False
71|6|000000098|0||True
71|6|000000129|0||False
71|7|000002424|5||True
71|8|000000118|5||True
71|9|000002977|5||True
71|10|000000144|5||True
72|1|000000105|5||True
72|1|000000151|0||False
72|2|000000106|5||True
72|2|000000173|0||False
72|3|000000107|5||True
72|4|000000108|5||True
72|5|000000151|0||True
73|1|000000098|0||False
73|2|000000100|0||False
73|3|000000156|0||False
73|4|000000173|0||False
73|5|000000183|10||False
73|6|000000117|0||False
73|7|000000129|0||False
74|1|000000098|0||False
74|2|000002944|0||False
74|3|000000117|0||False
74|4|000000129|0||False
75|1|000000098|0||False
75|2|000000156|0||False
75|3|000000170|0||False
75|4|000000117|0||False
75|5|000000129|0||False
76|1|000000098|0||False
76|2|000001649|0||False
76|3|000002940|15||False
76|4|000000144|5||False
76|5|000003654|5||False
76|6|000000105|5||False
76|7|000000132|0||False
76|8|000001643|0||False
76|9|000002973|0||False
76|10|000002944|0||False
76|11|000002979|5||False
76|12|000000181|0||False
76|13|000000117|0||False
76|14|000000129|0||False
77|1|000000098|0||False
77|1|000002944|0||True
77|2|000000100|0||False
77|2|000000098|0||True
77|3|000000117|0||False
77|3|000000105|10||True
77|4|000000106|10||True
77|4|000000129|0||False
77|5|000000107|10||True
77|6|000000108|10||True
77|7|000000118|5||True
77|8|000002424|5||True
77|9|000002977|5||True
77|10|000000180|5||True
77|11|000000144|5||True
77|12|000000182|5||True
77|13|000000183|10||True
77|14|000000185|5||True
77|15|000000186|5||True
77|16|000000151|5||True
77|17|000000191|20||True
78|1|000000098|0||False
78|2|000000100|0||False
78|3|000000156|0||False
78|4|000000117|0||False
78|5|000000129|0||False
79|1|000000098|0||False
79|2|000000099|0||False
79|3|000000186|0||False
79|4|000000117|0||False
79|5|000000129|0||False
80|1|000000098|0||False
80|2|000000181|0||False
80|3|000000117|0||False
80|4|000000129|0||False
81|1|000000098|0||False
81|2|000000156|0||False
81|3|000000181|5||False
81|4|000000117|0||False
81|5|000000129|0||False
82|1|000000098|0||False
82|1|000002944|0||True
82|2|000000098|0||True
82|2|000000100|0||False
82|3|000000105|10||True
82|3|000000117|0||False
82|4|000000106|10||True
82|4|000000129|0||False
82|5|000000107|10||True
82|6|000000108|10||True
82|7|000000115|5||True
82|8|000002976|10||True
82|9|000000120|10||True
82|10|000000118|5||True
82|11|000002424|5||True
82|12|000000122|10||True
82|13|000000123|10||True
82|14|000002977|5||True
82|15|000000131|15||True
82|16|000000180|3||True
82|17|000000135|10||True
82|18|000000136|15||True
82|19|000000137|20||True
82|20|000000140|15||True
82|21|000000142|10||True
82|22|000000144|5||True
82|23|000000182|3||True
82|24|000000183|8||True
82|25|000000185|3||True
82|26|000000186|3||True
82|27|000000151|5||True
82|28|000000191|12||True
83|1|000000098|0||False
83|2|000000100|0||False
83|3|000000156|0||False
83|4|000000170|0||False
83|5|000000117|0||False
83|6|000000129|0||False
84|1|000000098|0||False
84|1|000002944|0||True
84|2|000000100|0||False
84|2|000000098|0||True
84|3|000000117|0||False
84|3|000000105|10||True
84|4|000000129|0||False
84|4|000000106|10||True
84|5|000000107|10||True
84|6|000000108|10||True
84|7|000000115|5||True
84|8|000002976|10||True
84|9|000000120|10||True
84|10|000000118|5||True
84|11|000002424|5||True
84|12|000000122|10||True
84|13|000000123|10||True
84|14|000002977|5||True
84|15|000000131|15||True
84|16|000000180|5||True
84|17|000000135|10||True
84|18|000000136|15||True
84|19|000000137|20||True
84|20|000000140|15||True
84|21|000000142|10||True
84|22|000000144|5||True
84|23|000000182|5||True
84|24|000000183|10||True
84|25|000000185|5||True
84|26|000000186|5||True
84|27|000000151|5||True
84|28|000000191|15||True
85|1|000000097|0||False
85|1|000002944|0||True
85|2|000000098|0||False
85|2|000000098|0||True
85|3|000000105|10||True
85|3|000000144|5||False
85|4|000000100|0||False
85|4|000000106|10||True
85|5|000000122|10||False
85|5|000000107|10||True
85|6|000000108|10||True
85|6|000000136|15||False
85|7|000000149|0||False
85|7|000000115|5||True
85|8|000000172|0||False
85|8|000000120|5||True
85|9|000000182|5||False
85|9|000000118|5||True
85|10|000000186|5||False
85|10|000002424|5||True
85|11|000002977|5||True
85|11|000000117|0||False
85|12|000000180|5||True
85|12|000000129|0||False
85|13|000000135|10||True
85|14|000000142|10||True
85|15|000000144|5||True
85|16|000000182|5||True
85|17|000000183|10||True
85|18|000000185|5||True
85|19|000000186|5||True
85|20|000000151|5||True
85|21|000000191|15||True
86|1|000000098|0||False
86|2|000000144|5||False
86|3|000000096|5||False
86|4|000001645|0||False
86|5|000000099|0||False
86|6|000001646|0||False
86|7|000002424|5||False
86|8|000002944|0||False
86|9|000000183|10||False
86|10|000000186|5||False
86|11|000000191|20||False
86|12|000000117|0||False
86|13|000000129|0||False
87|1|000000113|0||False
87|2|000000114|0||False
87|3|000000117|0||False
87|4|000000129|0||False
88|1|000000100|0||False
88|2|000000098|0||False
88|3|000000182|0||False
88|4|000000117|0||False
88|5|000000129|0||False
89|1|000000186|0||False
89|2|000000117|0||False
89|3|000000129|0||False
90|1|000000171|0||False
90|2|000000181|0||False
90|3|000000117|0||False
90|4|000000129|0||False
91|1|000000115|0||False
91|2|000000126|10||False
91|3|000000135|5||False
91|4|000000190|0||False
92|1|000000098|0||True
92|1|000000098|0||False
92|2|000000105|5||True
